Data,open,high,low,close,vol,avg_temp_leba,short_size
2013-04-26,6.81,7.22,6.81,7.18,211672.0,17.0,0.0
2013-04-29,7.18,7.4,7.18,7.4,196738.0,10.7,0.0
2013-04-30,7.4,7.54,7.21,7.54,199234.0,12.9,0.0
2013-05-02,7.54,7.54,7.4,7.41,17349.0,10.6,0.0
2013-05-06,7.36,7.42,7.2,7.25,43587.0,16.4,0.0
2013-05-07,7.3,7.73,7.25,7.7,409713.0,18.4,0.0
2013-05-08,7.7,7.75,7.55,7.71,144957.0,21.5,0.0
2013-05-09,7.7,7.81,7.56,7.8,135587.0,21.1,0.0
2013-05-10,7.8,7.92,7.72,7.81,192144.0,21.2,0.0
2013-05-13,7.72,7.75,7.51,7.7,84187.0,13.7,0.0
2013-05-14,7.69,7.7,7.54,7.69,43926.0,14.8,0.0
2013-05-15,7.69,7.69,7.2,7.53,135567.0,16.2,0.0
2013-05-16,7.42,7.57,7.39,7.57,79547.0,19.1,0.0
2013-05-17,7.63,7.75,7.57,7.68,187816.0,21.3,0.0
2013-05-20,7.74,8.25,7.68,8.0,608580.0,18.4,0.0
2013-05-21,8.1,8.14,7.95,7.95,72385.0,15.7,0.0
2013-05-22,7.9,8.13,7.87,8.07,122167.0,14.1,0.0
2013-05-23,7.9,8.07,7.89,8.07,86377.0,9.9,0.0
2013-05-24,8.07,8.5,8.04,8.4,371132.0,9.8,0.0
2013-05-27,8.5,8.57,8.37,8.55,183728.0,11.4,0.0
2013-05-28,8.57,8.68,8.23,8.62,452221.0,10.7,0.0
2013-05-29,8.62,8.79,8.53,8.79,175226.0,15.9,0.0
2013-05-31,8.8,8.8,8.61,8.79,114350.0,15.9,0.0
2013-06-03,8.78,8.78,8.61,8.65,51573.0,18.3,0.0
2013-06-04,8.67,8.85,8.67,8.75,104533.0,17.4,0.0
2013-06-05,8.75,8.75,8.49,8.67,118178.0,15.6,0.0
2013-06-06,8.65,8.73,8.55,8.69,88883.0,16.5,0.0
2013-06-07,8.63,8.75,8.62,8.75,67685.0,18.5,0.0
2013-06-10,8.74,8.95,8.7,8.95,217984.0,17.2,0.0
2013-06-11,8.98,8.99,8.85,8.99,104041.0,15.7,0.0
2013-06-12,8.99,9.54,8.99,9.52,440117.0,18.2,0.0
2013-06-13,9.52,9.64,9.3,9.32,216580.0,19.4,0.0
2013-06-14,9.32,9.56,9.3,9.5,196950.0,19.0,0.0
2013-06-17,9.5,9.55,9.3,9.49,92998.0,19.2,0.0
2013-06-18,9.48,9.48,9.33,9.35,77859.0,20.4,0.0
2013-06-19,9.37,9.37,8.85,8.96,286095.0,22.1,0.0
2013-06-20,8.75,8.79,8.2,8.55,513666.0,23.4,0.0
2013-06-21,8.35,8.84,8.21,8.51,197262.0,23.2,0.0
2013-06-24,8.55,8.75,8.55,8.66,84170.0,21.4,0.0
2013-06-25,8.66,9.0,8.65,9.0,68758.0,21.3,0.0
2013-06-26,9.0,9.1,8.7,9.1,131713.0,14.3,0.0
2013-06-27,9.1,9.35,8.82,9.19,206400.0,14.3,0.0
2013-06-28,9.24,9.25,8.95,9.25,121935.0,15.9,0.0
2013-07-01,9.24,9.24,9.05,9.2,54745.0,15.1,0.0
2013-07-02,9.17,9.2,8.97,8.99,62174.0,20.1,0.0
2013-07-03,8.91,8.97,8.7,8.97,154553.0,22.2,0.0
2013-07-04,8.86,9.21,8.86,9.2,104027.0,23.3,0.0
2013-07-05,9.26,9.28,9.06,9.1,52765.0,23.6,0.0
2013-07-08,9.05,9.12,9.0,9.09,71110.0,20.7,0.0
2013-07-09,9.02,9.09,8.9,9.05,100862.0,20.8,0.0
2013-07-10,9.07,9.1,9.0,9.03,27441.0,21.3,0.0
2013-07-11,9.08,9.48,9.08,9.39,152004.0,17.6,0.0
2013-07-12,9.39,9.4,9.31,9.32,80739.0,16.2,0.0
2013-07-15,9.38,9.38,9.25,9.29,5845.0,17.3,0.0
2013-07-16,9.29,9.29,9.1,9.2,54375.0,17.6,0.0
2013-07-17,9.2,9.22,9.1,9.2,150515.0,19.1,0.0
2013-07-18,9.2,9.35,9.12,9.33,95654.0,21.3,0.0
2013-07-19,9.5,9.75,9.41,9.6,580058.0,20.6,0.0
2013-07-22,9.71,9.78,9.42,9.49,142676.0,18.7,0.0
2013-07-23,9.5,9.64,9.34,9.6,88636.0,16.2,0.0
2013-07-24,9.64,9.69,9.46,9.55,55260.0,16.9,0.0
2013-07-25,9.64,9.65,9.44,9.56,94189.0,19.2,0.0
2013-07-26,9.67,9.87,9.56,9.83,209025.0,21.2,0.0
2013-07-29,9.86,10.78,9.85,10.65,605543.0,29.0,0.0
2013-07-30,10.65,10.79,10.26,10.68,346055.0,21.8,0.0
2013-07-31,10.78,10.78,10.65,10.7,101168.0,21.8,0.0
2013-08-01,10.71,11.0,10.3,10.3,470905.0,20.6,0.0
2013-08-02,10.5,10.59,10.06,10.38,306991.0,22.1,0.0
2013-08-05,10.2,10.45,10.1,10.45,268416.0,24.6,0.0
2013-08-06,10.46,10.58,10.39,10.42,259749.0,25.6,0.0
2013-08-07,10.4,10.55,10.4,10.5,110493.0,26.6,0.0
2013-08-08,10.52,10.7,10.48,10.6,237521.0,28.4,0.0
2013-08-09,10.61,10.7,10.5,10.67,174685.0,23.4,0.0
2013-08-12,10.68,10.69,10.52,10.69,82918.0,18.6,0.0
2013-08-13,10.65,11.2,10.65,11.06,450452.0,16.7,0.0
2013-08-14,11.13,11.4,11.07,11.3,419314.0,16.1,0.0
2013-08-16,11.33,11.37,11.19,11.29,140853.0,18.8,0.0
2013-08-19,11.35,11.35,10.9,11.08,230062.0,21.7,0.0
2013-08-20,11.03,11.03,10.75,10.9,154406.0,19.2,0.0
2013-08-21,10.91,11.86,10.91,11.64,354314.0,14.6,0.0
2013-08-22,11.84,12.07,11.56,12.0,453410.0,16.3,0.0
2013-08-23,12.1,12.12,11.97,12.09,159363.0,16.7,0.0
2013-08-26,12.09,12.09,11.71,11.72,183357.0,15.6,0.0
2013-08-27,11.71,12.01,11.05,11.41,455821.0,17.3,0.0
2013-08-28,11.3,12.0,10.9,11.8,545976.0,16.9,0.0
2013-08-29,12.0,12.52,11.96,12.52,515034.0,17.4,0.0
2013-08-30,12.5,12.66,12.3,12.37,226248.0,17.8,0.0
2013-09-02,12.3,12.66,12.05,12.19,177272.0,12.8,0.0
2013-09-03,12.38,12.5,12.2,12.39,203972.0,14.3,0.0
2013-09-04,12.4,12.69,12.09,12.17,1849631.0,13.9,0.0
2013-09-05,12.1,12.1,10.92,12.05,1048312.0,15.6,0.0
2013-09-06,12.05,12.57,11.85,12.43,149121.0,15.4,0.0
2013-09-09,12.5,12.57,12.28,12.45,105706.0,17.2,0.0
2013-09-10,12.52,12.59,12.27,12.35,295154.0,14.1,0.0
2013-09-11,12.45,13.08,12.12,12.94,780725.0,12.4,0.0
2013-09-12,12.94,13.38,12.8,13.35,376045.0,12.3,0.0
2013-09-13,13.4,13.75,13.15,13.75,318539.0,11.2,0.0
2013-09-16,13.8,13.99,13.21,13.59,248441.0,14.8,0.0
2013-09-17,13.65,13.76,13.18,13.7,293289.0,12.2,0.0
2013-09-18,13.7,13.71,13.45,13.55,194537.0,10.7,0.0
2013-09-19,13.72,13.93,13.5,13.75,149606.0,10.8,0.0
2013-09-20,13.82,13.82,13.5,13.76,158966.0,11.7,0.0
2013-09-23,13.75,13.84,13.62,13.65,80464.0,13.5,0.0
2013-09-24,13.75,13.79,13.62,13.74,104655.0,10.7,0.0
2013-09-25,13.7,14.59,13.51,14.59,455001.0,8.7,0.0
2013-09-26,14.6,14.8,14.4,14.79,196812.0,7.4,0.0
2013-09-27,14.8,14.8,14.64,14.8,144513.0,7.4,0.0
2013-09-30,14.8,15.17,14.72,14.86,356057.0,7.7,0.0
2013-10-01,14.84,14.9,14.7,14.9,61293.0,7.6,0.0
2013-10-02,14.97,14.97,14.9,14.91,34947.0,5.9,0.0
2013-10-03,14.95,15.1,14.7,14.82,135461.0,4.9,0.0
2013-10-04,14.9,14.9,14.23,14.9,256238.0,4.0,0.0
2013-10-07,14.9,14.94,14.35,14.74,182678.0,10.7,0.0
2013-10-08,14.67,14.68,14.42,14.55,44133.0,10.6,0.0
2013-10-09,14.45,14.46,13.4,14.18,1093616.0,11.1,0.0
2013-10-10,14.2,14.75,14.0,14.75,251020.0,12.3,0.0
2013-10-11,14.8,14.85,14.4,14.47,698656.0,12.4,0.0
2013-10-14,14.4,14.6,14.2,14.48,116543.0,8.9,0.0
2013-10-15,14.48,14.5,14.25,14.25,112253.0,9.2,0.0
2013-10-16,14.26,14.26,13.71,14.19,354719.0,8.6,0.0
2013-10-17,14.2,14.25,13.9,13.99,150748.0,5.9,0.0
2013-10-18,13.77,14.25,13.45,14.2,269333.0,9.1,0.0
2013-10-21,14.26,14.73,14.26,14.6,404374.0,13.0,0.0
2013-10-22,14.8,15.07,14.4,14.4,353059.0,11.3,0.0
2013-10-23,14.48,14.6,14.45,14.47,68499.0,14.2,0.0
2013-10-24,14.55,14.65,14.38,14.5,112352.0,13.8,0.0
2013-10-25,14.5,14.98,14.28,14.9,173467.0,11.6,0.0
2013-10-28,14.99,15.14,14.71,14.95,172242.0,15.7,0.0
2013-10-29,14.96,15.0,14.8,14.99,115365.0,14.8,0.0
2013-10-30,15.0,15.7,14.76,15.37,316767.0,9.9,0.0
2013-10-31,15.5,15.74,15.4,15.5,246998.0,9.9,0.0
2013-11-04,15.8,15.94,15.67,15.87,297593.0,8.2,0.0
2013-11-05,16.0,16.0,15.75,15.78,172997.0,8.9,0.0
2013-11-06,15.8,15.87,15.59,15.75,144659.0,6.7,0.0
2013-11-07,15.75,15.84,15.65,15.65,47251.0,8.3,0.0
2013-11-08,15.75,15.75,15.2,15.5,144943.0,8.9,0.0
2013-11-12,15.95,15.98,15.55,15.73,65636.0,5.4,0.0
2013-11-13,15.78,15.78,15.2,15.3,156780.0,4.7,0.0
2013-11-14,15.2,15.66,15.11,15.6,90125.0,2.6,0.0
2013-11-15,15.65,15.8,15.51,15.6,79442.0,2.8,0.0
2013-11-18,15.7,15.75,15.5,15.53,72879.0,5.4,0.0
2013-11-19,15.7,15.7,15.17,15.3,157640.0,5.3,0.0
2013-11-20,15.2,15.64,15.0,15.55,140260.0,5.9,0.0
2013-11-21,15.63,16.39,15.35,16.39,446449.0,6.2,0.0
2013-11-22,16.5,16.7,16.25,16.5,122397.0,7.2,0.0
2013-11-25,16.63,16.9,15.7,16.9,621573.0,1.3,0.0
2013-11-26,16.8,16.95,16.42,16.85,922525.0,-0.3,0.0
2013-11-27,16.45,16.95,16.33,16.85,316539.0,-2.0,0.0
2013-11-28,16.85,17.15,16.6,16.6,281319.0,3.9,0.0
2013-11-29,16.6,16.85,16.51,16.75,62044.0,2.8,0.0
2013-12-02,16.88,16.88,16.4,16.42,63358.0,2.1,0.0
2013-12-03,16.36,16.48,16.2,16.44,59656.0,-0.9,0.0
2013-12-04,16.49,16.49,15.22,16.2,477502.0,0.6,0.0
2013-12-05,16.21,16.21,16.03,16.19,50637.0,2.4,0.0
2013-12-06,16.19,16.52,16.05,16.25,89984.0,0.6,0.0
2013-12-09,16.35,16.6,16.35,16.37,46605.0,1.7,0.0
2013-12-10,16.39,16.45,16.1,16.44,115114.0,-2.2,0.0
2013-12-11,16.4,16.5,16.31,16.35,34037.0,2.9,0.0
2013-12-12,16.2,16.23,15.8,15.99,123894.0,2.5,0.0
2013-12-13,15.91,16.08,15.4,15.6,202394.0,1.4,0.0
2013-12-16,15.59,16.35,15.22,16.35,296263.0,3.9,0.0
2013-12-17,16.3,16.6,16.3,16.35,253057.0,1.2,0.0
2013-12-18,16.35,16.5,16.35,16.35,246456.0,0.1,0.0
2013-12-19,16.5,16.7,16.4,16.55,585780.0,-1.5,0.0
2013-12-20,16.7,16.95,16.65,16.9,503242.0,0.1,0.0
2013-12-23,16.98,17.3,16.98,17.3,216391.0,5.6,0.0
2013-12-27,17.4,17.75,17.4,17.6,221147.0,6.3,0.0
2013-12-30,17.6,17.6,17.41,17.54,286802.0,2.3,0.0
2014-01-02,17.5,17.5,17.38,17.4,139352.0,0.1,0.0
2014-01-03,17.35,17.35,17.23,17.29,90107.0,1.8,0.0
2014-01-07,17.4,17.4,16.85,16.99,205327.0,4.0,0.0
2014-01-08,16.9,17.02,16.51,16.9,196247.0,5.2,0.0
2014-01-09,17.0,17.0,16.79,16.84,81099.0,5.8,0.0
2014-01-10,16.63,16.8,16.5,16.8,224816.0,6.8,0.0
2014-01-13,16.89,17.39,16.77,16.8,160776.0,-1.7,0.0
2014-01-14,16.85,17.14,16.74,16.98,68890.0,-0.8,0.0
2014-01-15,16.98,17.64,16.98,17.35,293551.0,-0.6,0.0
2014-01-16,17.6,17.85,17.4,17.65,354700.0,-2.3,0.0
2014-01-17,17.79,17.81,17.21,17.26,196608.0,-0.8,0.0
2014-01-20,17.25,17.55,17.22,17.26,166042.0,-5.9,0.0
2014-01-21,17.5,18.08,17.3,18.0,360046.0,-7.7,0.0
2014-01-22,18.01,18.18,17.95,18.0,352480.0,-9.1,0.0
2014-01-23,18.0,18.38,17.97,18.3,317279.0,-12.2,0.0
2014-01-24,18.36,18.4,18.25,18.35,175809.0,-14.2,0.0
2014-01-27,18.3,18.41,17.55,18.34,244065.0,-7.8,0.0
2014-01-28,18.35,18.39,18.06,18.15,122531.0,-8.1,0.0
2014-01-29,18.2,18.34,18.15,18.34,70794.0,-10.3,0.0
2014-01-30,18.34,18.34,18.0,18.22,90443.0,-11.7,0.0
2014-01-31,18.22,18.35,18.19,18.34,65829.0,-11.7,0.0
2014-02-03,18.34,18.49,18.1,18.2,159796.0,-3.2,0.0
2014-02-04,18.0,18.24,17.8,18.12,49090.0,-3.9,0.0
2014-02-05,18.12,18.12,18.0,18.04,81045.0,-1.6,0.0
2014-02-06,18.01,18.4,17.67,17.85,220758.0,1.4,0.0
2014-02-07,17.95,18.0,17.79,17.94,102936.0,1.9,0.0
2014-02-10,18.0,18.28,17.85,17.91,107010.0,2.7,0.0
2014-02-11,18.09,18.09,17.86,17.95,74720.0,3.4,0.0
2014-02-12,17.99,18.0,16.8,17.65,265797.0,0.9,0.0
2014-02-13,17.63,17.65,17.0,17.62,261434.0,-0.1,0.0
2014-02-14,17.7,17.8,17.35,17.66,70651.0,2.6,0.0
2014-02-17,17.75,17.79,17.4,17.4,71604.0,3.5,0.0
2014-02-18,17.4,17.67,17.1,17.66,184621.0,4.2,0.0
2014-02-19,17.76,17.8,17.55,17.66,84350.0,3.7,0.0
2014-02-20,17.6,17.6,17.2,17.49,71836.0,4.7,0.0
2014-02-21,17.49,17.49,17.2,17.25,108282.0,3.8,0.0
2014-02-24,17.24,17.35,17.16,17.3,86672.0,1.9,0.0
2014-02-25,17.3,17.3,17.1,17.11,81823.0,1.3,0.0
2014-02-26,17.1,17.17,16.6,16.8,228116.0,0.9,0.0
2014-02-27,16.7,17.25,16.57,16.71,557687.0,2.7,0.0
2014-02-28,16.72,17.5,16.72,17.5,150235.0,1.2,0.0
2014-03-03,17.0,17.0,15.3,16.45,887848.0,4.7,0.0
2014-03-04,16.4,17.15,16.4,17.1,173860.0,2.6,0.0
2014-03-05,17.15,17.45,16.8,16.85,172746.0,3.7,0.0
2014-03-06,16.9,17.38,16.89,17.01,157805.0,4.7,0.0
2014-03-07,17.2,17.37,16.95,16.95,130247.0,4.6,0.0
2014-03-10,16.95,17.22,16.78,16.95,210158.0,6.0,0.0
2014-03-11,16.95,17.0,16.73,16.75,33096.0,6.2,0.0
2014-03-12,14.31,15.46,14.15,15.0,2329091.0,5.2,0.0
2014-03-13,15.0,15.15,13.7,14.0,830281.0,7.1,0.0
2014-03-14,13.76,13.79,12.96,12.96,1098513.0,8.3,0.0
2014-03-17,13.0,15.26,13.0,14.97,893625.0,7.0,0.0
2014-03-18,14.97,14.97,14.31,14.35,694019.0,7.9,0.0
2014-03-19,14.49,14.79,14.14,14.25,555530.0,7.9,0.0
2014-03-20,14.25,14.5,14.2,14.5,426612.0,9.7,0.0
2014-03-21,14.61,15.45,14.61,15.0,687206.0,14.4,0.0
2014-03-24,15.25,15.3,14.9,15.1,190737.0,7.8,0.0
2014-03-25,15.2,15.2,15.1,15.19,67823.0,4.6,0.0
2014-03-26,15.22,15.75,15.19,15.37,319251.0,5.9,0.0
2014-03-27,15.55,15.6,15.3,15.42,276002.0,6.3,0.0
2014-03-28,15.5,15.65,15.4,15.4,398181.0,10.7,0.0
2014-03-31,15.51,15.65,15.32,15.32,296015.0,10.7,0.0
2014-04-01,15.56,15.72,15.42,15.6,280213.0,5.0,0.0
2014-04-02,15.65,15.99,15.65,15.9,113741.0,4.9,0.0
2014-04-03,15.92,16.1,15.85,16.0,94472.0,7.9,0.0
2014-04-04,16.0,16.0,15.58,15.77,88080.0,7.2,0.0
2014-04-07,15.5,15.57,15.1,15.23,132632.0,11.2,0.0
2014-04-08,15.25,15.39,15.16,15.2,36445.0,15.3,0.0
2014-04-09,15.2,15.5,15.2,15.26,41432.0,8.0,0.0
2014-04-10,15.45,15.45,14.91,14.91,98270.0,6.7,0.0
2014-04-11,14.87,15.07,14.7,14.77,113510.0,6.3,0.0
2014-04-14,14.7,14.7,14.33,14.6,117101.0,6.9,0.0
2014-04-15,14.5,14.55,14.4,14.4,48106.0,6.1,0.0
2014-04-16,14.41,14.58,14.21,14.24,186266.0,5.6,0.0
2014-04-17,14.3,14.69,14.3,14.62,52443.0,7.3,0.0
2014-04-22,14.95,15.1,14.89,15.05,68472.0,16.1,0.0
2014-04-23,15.15,15.26,14.9,15.02,38483.0,16.4,0.0
2014-04-24,15.0,15.14,14.51,14.7,83225.0,15.4,0.0
2014-04-25,14.7,14.9,14.53,14.9,30143.0,14.6,0.0
2014-04-28,14.9,15.07,14.72,14.9,49577.0,12.7,0.0
2014-04-29,15.05,15.05,14.8,15.0,20138.0,15.3,0.0
2014-04-30,15.0,15.0,14.84,14.99,27540.0,15.4,0.0
2014-05-02,14.98,14.98,14.7,14.7,44466.0,6.8,0.0
2014-05-05,14.84,14.97,14.33,14.39,178665.0,7.1,0.0
2014-05-06,14.39,14.6,14.35,14.35,12541.0,10.6,0.0
2014-05-07,14.35,14.37,13.51,14.0,280116.0,14.9,0.0
2014-05-08,14.05,14.46,14.05,14.27,81200.0,14.5,0.0
2014-05-09,14.26,14.37,13.95,13.95,315248.0,15.3,0.0
2014-05-12,13.94,13.94,13.7,13.9,48666.0,12.2,0.0
2014-05-13,13.9,14.18,13.9,14.18,69977.0,11.6,0.0
2014-05-14,14.2,14.34,14.02,14.25,62180.0,12.0,0.0
2014-05-15,14.49,14.49,14.25,14.25,28131.0,14.3,0.0
2014-05-16,14.05,14.17,13.62,14.01,27624.0,11.2,0.0
2014-05-19,14.07,14.37,14.01,14.37,195497.0,17.3,0.0
2014-05-20,14.42,14.5,14.2,14.22,30542.0,19.1,0.0
2014-05-21,14.2,14.25,14.2,14.2,94738.0,20.5,0.0
2014-05-22,14.22,14.85,14.22,14.85,64748.0,22.1,0.0
2014-05-23,14.99,15.27,14.66,14.66,65389.0,23.1,0.0
2014-05-26,14.83,15.0,14.7,14.89,18432.0,18.9,0.0
2014-05-27,14.95,14.99,14.8,14.8,13650.0,20.0,0.0
2014-05-28,14.92,14.92,14.75,14.8,14577.0,14.7,0.0
2014-05-29,14.88,14.94,14.76,14.89,18949.0,9.4,0.0
2014-05-30,14.89,15.2,14.71,15.2,160477.0,11.1,0.0
2014-06-02,15.3,15.59,15.25,15.4,53418.0,12.5,0.0
2014-06-03,15.49,15.5,15.35,15.38,99953.0,13.5,0.0
2014-06-04,15.49,15.49,15.32,15.32,56604.0,14.8,0.0
2014-06-05,15.35,16.29,15.35,16.15,523694.0,18.3,0.0
2014-06-06,16.45,17.06,16.43,16.5,642273.0,16.0,0.0
2014-06-09,16.95,16.95,16.56,16.75,146056.0,22.8,0.0
2014-06-10,16.95,16.95,16.57,16.58,108392.0,23.1,0.0
2014-06-11,16.67,16.67,16.21,16.27,192249.0,21.3,0.0
2014-06-12,16.32,16.5,16.3,16.5,36246.0,19.3,0.0
2014-06-13,16.53,16.53,16.09,16.1,110905.0,14.5,0.0
2014-06-16,16.02,16.25,15.51,16.25,95145.0,15.1,0.0
2014-06-17,16.44,16.45,16.19,16.3,68517.0,15.9,0.0
2014-06-18,16.46,16.7,16.37,16.7,38768.0,16.8,0.0
2014-06-20,16.69,16.92,16.62,16.73,48421.0,15.2,0.0
2014-06-23,16.5,16.59,16.1,16.35,83439.0,14.3,0.0
2014-06-24,16.34,16.34,15.82,15.88,87609.0,13.8,0.0
2014-06-25,15.85,15.85,15.11,15.44,170580.0,14.7,0.0
2014-06-26,15.44,15.71,15.12,15.3,93897.0,14.6,0.0
2014-06-27,15.35,15.35,14.89,15.0,148372.0,16.6,0.0
2014-06-30,15.08,15.27,15.01,15.24,42149.0,15.9,0.0
2014-07-01,15.25,15.34,15.03,15.07,38591.0,15.8,0.0
2014-07-02,15.16,15.42,15.11,15.2,51208.0,16.8,0.0
2014-07-03,15.3,15.38,14.29,15.0,72224.0,17.7,0.0
2014-07-04,15.2,15.25,14.85,15.07,28190.0,20.3,0.0
2014-07-07,15.1,15.19,15.0,15.0,11940.0,22.7,0.0
2014-07-08,15.2,15.34,15.12,15.3,58014.0,24.9,0.0
2014-07-09,15.23,15.4,15.22,15.23,26066.0,23.6,0.0
2014-07-10,15.31,15.5,15.05,15.08,21502.0,19.7,0.0
2014-07-11,15.2,15.24,14.9,14.95,41517.0,17.6,0.0
2014-07-14,15.14,15.28,14.72,14.72,47223.0,22.1,0.0
2014-07-15,14.8,14.98,14.8,14.85,21123.0,22.8,0.0
2014-07-16,14.95,15.0,14.8,14.84,31524.0,23.1,0.0
2014-07-17,14.88,14.93,14.81,14.9,17614.0,22.8,0.0
2014-07-18,14.66,15.35,14.35,15.25,141379.0,23.3,0.0
2014-07-21,15.25,15.36,15.0,15.33,84543.0,22.1,0.0
2014-07-22,15.33,15.43,15.27,15.42,165986.0,22.3,0.0
2014-07-23,15.48,15.76,15.33,15.6,74001.0,20.3,0.0
2014-07-24,15.7,15.7,15.3,15.5,42750.0,21.1,0.0
2014-07-25,15.57,15.74,15.56,15.63,31096.0,20.0,0.0
2014-07-28,15.66,15.72,15.31,15.5,28931.0,23.8,0.0
2014-07-29,15.6,15.6,15.34,15.5,44414.0,24.1,0.0
2014-07-30,15.4,15.5,15.24,15.41,227272.0,23.3,0.0
2014-07-31,15.44,15.44,15.3,15.3,22428.0,23.3,0.0
2014-08-01,15.24,15.52,14.95,15.06,115072.0,20.9,0.0
2014-08-04,15.0,15.3,14.8,15.25,42702.0,24.4,0.0
2014-08-05,15.35,15.5,15.31,15.4,81115.0,21.6,0.0
2014-08-06,15.45,15.45,15.03,15.08,23953.0,20.1,0.0
2014-08-07,15.15,15.15,14.4,14.47,112770.0,21.0,0.0
2014-08-08,14.43,14.5,13.9,14.5,194484.0,18.9,0.0
2014-08-11,14.66,14.9,14.6,14.9,44601.0,22.9,0.0
2014-08-12,14.95,14.95,14.51,14.77,18494.0,19.0,0.0
2014-08-13,14.77,15.0,14.6,15.0,23743.0,18.7,0.0
2014-08-14,15.05,15.3,15.04,15.3,38432.0,18.6,0.0
2014-08-18,15.3,15.43,15.15,15.25,118138.0,18.7,0.0
2014-08-19,15.26,15.76,15.26,15.69,181726.0,16.3,0.0
2014-08-20,15.69,15.85,15.51,15.85,59923.0,15.8,0.0
2014-08-21,15.9,16.22,15.9,16.2,130090.0,12.5,0.0
2014-08-22,16.23,16.25,15.8,16.05,57542.0,14.9,0.0
2014-08-25,16.07,16.08,15.65,15.8,34888.0,12.7,0.0
2014-08-26,15.79,15.8,15.65,15.7,26946.0,12.2,0.0
2014-08-27,15.8,16.05,15.75,16.0,43138.0,12.4,0.0
2014-08-28,16.0,16.05,15.15,15.23,99412.0,13.9,0.0
2014-08-29,15.22,15.78,15.21,15.5,61110.0,16.4,0.0
2014-09-01,15.53,15.7,15.45,15.45,65936.0,14.9,0.0
2014-09-02,15.48,15.55,15.4,15.55,100142.0,14.9,0.0
2014-09-03,15.55,16.08,15.5,15.85,157790.0,15.8,0.0
2014-09-04,15.96,15.96,15.74,15.89,46798.0,15.7,0.0
2014-09-05,15.99,16.0,15.9,15.98,41843.0,14.9,0.0
2014-09-08,16.01,16.06,15.93,16.0,27528.0,18.6,0.0
2014-09-09,16.0,16.74,16.0,16.6,226196.0,17.1,0.0
2014-09-10,16.52,16.85,16.52,16.75,88028.0,14.7,0.0
2014-09-11,16.9,16.9,16.7,16.9,158163.0,15.3,0.0
2014-09-12,16.86,16.9,16.32,16.61,86730.0,20.3,0.0
2014-09-15,16.61,16.81,16.35,16.7,42094.0,17.7,0.0
2014-09-16,16.7,16.95,16.65,16.89,35297.0,14.3,0.0
2014-09-17,16.97,17.23,16.95,17.0,136705.0,14.6,0.0
2014-09-18,17.1,17.2,16.74,16.74,120277.0,15.8,0.0
2014-09-19,16.77,17.17,16.76,16.76,86989.0,15.8,0.0
2014-09-22,17.0,17.05,16.7,16.73,19121.0,13.4,0.0
2014-09-23,16.84,16.99,16.61,16.61,51188.0,9.3,0.0
2014-09-24,16.6,16.8,16.5,16.59,33813.0,8.2,0.0
2014-09-25,16.61,16.9,16.61,16.61,25983.0,10.8,0.0
2014-09-26,16.6,16.6,16.55,16.59,16934.0,10.9,0.0
2014-09-29,16.6,16.7,16.59,16.59,20228.0,12.9,0.0
2014-09-30,16.58,16.75,16.58,16.59,81777.0,14.8,0.0
2014-10-01,16.69,16.69,16.58,16.59,54633.0,13.0,0.0
2014-10-02,16.5,16.65,16.33,16.63,68382.0,12.2,0.0
2014-10-03,16.68,16.7,16.6,16.7,14256.0,10.4,0.0
2014-10-06,16.8,16.95,16.8,16.95,33372.0,9.4,0.0
2014-10-07,16.98,16.99,16.75,16.97,17214.0,11.8,0.0
2014-10-08,16.69,16.91,16.69,16.74,10461.0,13.4,0.0
2014-10-09,16.8,16.95,16.69,16.86,43656.0,16.4,0.0
2014-10-10,16.7,16.79,15.41,16.4,64738.0,16.2,0.0
2014-10-13,16.59,16.59,16.03,16.15,227777.0,13.7,0.0
2014-10-14,15.95,16.14,15.36,15.7,182640.0,15.2,0.0
2014-10-15,15.8,15.99,15.4,15.46,50609.0,13.7,0.0
2014-10-16,15.46,15.65,15.31,15.56,273945.0,11.1,0.0
2014-10-17,15.64,16.15,15.64,16.15,40710.0,10.9,0.0
2014-10-20,16.17,16.5,16.15,16.26,44710.0,14.6,0.0
2014-10-21,16.4,16.49,16.2,16.46,26003.0,11.1,0.0
2014-10-22,16.51,16.7,16.27,16.42,24338.0,10.5,0.0
2014-10-23,16.42,16.6,16.42,16.5,72061.0,3.7,0.0
2014-10-24,16.52,16.65,16.45,16.65,34352.0,0.8,0.0
2014-10-27,16.68,16.75,16.56,16.7,86786.0,2.8,0.0
2014-10-28,16.7,16.78,16.6,16.68,79722.0,3.7,0.0
2014-10-29,16.68,16.7,16.5,16.67,27067.0,3.5,0.0
2014-10-30,16.69,16.69,16.53,16.65,47613.0,3.4,0.0
2014-10-31,16.69,16.7,16.53,16.7,23168.0,3.4,0.0
2014-11-03,16.6,16.65,16.56,16.64,78588.0,7.3,0.0
2014-11-04,16.65,17.01,16.61,16.84,163216.0,8.0,0.0
2014-11-05,16.8,16.9,16.7,16.73,59017.0,11.6,0.0
2014-11-06,16.73,17.0,16.7,16.95,44795.0,13.6,0.0
2014-11-07,16.95,16.95,16.5,16.57,57348.0,10.5,0.0
2014-11-10,16.7,16.7,16.35,16.45,15721.0,10.3,0.0
2014-11-12,16.54,16.54,16.2,16.39,44549.0,7.6,0.0
2014-11-13,16.22,16.55,16.11,16.28,29525.0,8.9,0.0
